brand,title,price,source,market,keyword,scraped_date
Maple Clothing,Large Prayer Shawl Pure Wool Wrap India Clothing Gift for Men & Women,192.0,Amazon.ae,UAE,wool shawl kashmir,2026-06-06
SAOL,Damen Schal Wrap Poncho Knit Lammwolle Schal Leicht Cape Cardigan Einheitsgre,149.0,Amazon.ae,UAE,wool shawl kashmir,2026-06-06
Achillea,womens A-001 Classic,102.0,Amazon.ae,UAE,wool shawl kashmir,2026-06-06
PASKMLNA,womens Paisley Pashmina Pashmina Shawl,64.0,Amazon.ae,UAE,wool shawl kashmir,2026-06-06
CJ Apparel,Pasmin Scarf Women Solid Color Design Shawl (1 included),121.0,Amazon.ae,UAE,wool shawl kashmir,2026-06-06
CJ Apparel,Solid colour Nepalese Shawl Pashmina Scarf Shawls Pashminas Wraps (30+ colours) NEW,88.0,Amazon.ae,UAE,wool shawl kashmir,2026-06-06
CJ Apparel,Women's Solid Colour Design Shawl Pashmina,63.0,Amazon.ae,UAE,wool shawl kashmir,2026-06-06
KASHFAB,100% Handspun Cashmere Hand Embroidery Scarf Winter Womens Pashmina Shawl KASHFAB,1899.0,Amazon.ae,UAE,wool shawl kashmir,2026-06-06
EURKEA,"Women's Scarf Pashmina Silky Soft Shawls Wraps Stole for Evening, Wedding and Gift",87.0,Amazon.ae,UAE,wool shawl kashmir,2026-06-06
CJ Apparel,CJ Apparel Damen Dicker Baumwollmischung Pashmina-Schal,51.0,Amazon.ae,UAE,wool shawl kashmir,2026-06-06
CJ Apparel,Women's Solid Colour Design Shawl Pashmina Shawl (pack of 1),64.0,Amazon.ae,UAE,wool shawl kashmir,2026-06-06
CJ Apparel,Solid Color Design Nepalese Fringe Shawl Scarf Wrap Stole Throw Head Wrap Pashmina NEW,69.0,Amazon.ae,UAE,wool shawl kashmir,2026-06-06
CJ Apparel,Solid Colour Design Nepalese Shawl Seconds Scarf Wrap Stole Throw Head Wrap Face Cover Pashmina NEW,47.0,Amazon.ae,UAE,wool shawl kashmir,2026-06-06
Achillea,womens Achi-tt-001 Pashmina Shawl,81.0,Amazon.ae,UAE,wool shawl kashmir,2026-06-06
CJ Apparel,Solid Colour Design Nepalese Fringe Shawl Seconds Scarf Stole Throw Head Wrap Face Cover Pashmina NEW,46.0,Amazon.ae,UAE,wool shawl kashmir,2026-06-06
Achillea,womens A-001 Classic,116.0,Amazon.ae,UAE,wool shawl kashmir,2026-06-06
CJ Apparel,Thick Solid Colour Design Cotton Blend Shawl Scarf Wrap Stole Throw Head Wrap Face Cover Pashmina NEW,68.0,Amazon.ae,UAE,wool shawl kashmir,2026-06-06
CJ Apparel,Womens Plain design - Nepalese Pashmina Shawl (pack of 1),64.0,Amazon.ae,UAE,wool shawl kashmir,2026-06-06
